text,participant_id,source_name,evidence_id,quote,timestamp,suggested_labels,gold_labels,review_status,review_comment
"So, and enable - another enabling thing is like, to have very clear ethics. It's like, if you follow, if you chose to follow these, then - which is what I have done. So what I have done with people is, it says, ask them, as their permission to use the data for my research. Ask them how they want to be, but I do it in the, in, you can, you can have my ethics applications in the open science framework… …but so I have asked them how they want to be identified. I said that in any case, I have to be identified with a short explanation of where they are, because I cannot go and say “You know, like some random anonymous people”, because this is not what my research is about. So even if they are identified with a subdominium, it's not fully anonymized, they have to know this. I mean I have to say this person is symbolic in this project, in this kind of capacity of role, because this is what makes you know, this interview relevant. And as I said, I ask them to agree that all these products will come with Creative Commons. I have said that my products and my outcomes will go with Creative Commons as well, because it's only first, we will produce things under Creative Commons. And the first thing, as I said, is like, I have asked them specifically permission for their data to be reused by other by other researchers. So I did include the FAIR principles in my ethics application, and I did say [in] my, I think application that, that I will go through to an open source. So that means that I will then, for example, I usually straight for doing the diagrams, but Illustrator is proprietary software. So I will say the files as .EPS And then share them as .CPS. That also means that when I will upload the interviews I do. I use Libra Office which is not, it's not, it's not in Office - Windows. It is another extension. So the, but nevertheless, I will use .TXT extension. So, I will, my working files are in one kind of formats, but when I will upload them, I will upload them in an interchangeable format. So the most, let's say, yeah, the format that can be used for more people….",P002,Interview -2.txt,P002_E046,"…but so I have asked them how they want to be identified. I said that in any case, I have to be identified with a short explanation of where they are, because I cannot go and say “You know, like some random anonymous people”, because this is not what my research is about. So even if they are identified with a subdominium, it's not fully anonymized, they have to know this. I mean I have to say this person is symbolic in this project, in this kind of capacity of role, because this is what makes you know, this interview relevant. And as I said, I ask them to agree that all these products will come with Creative Commons. I have said that my products and my outcomes will go with Creative Commons as well, because it's only first, we will produce things under Creative Commons. And the first thing, as I said, is like, I have asked them specifically permission for their data to be reused by other by other researchers. So I did include the FAIR principles in my ethics application, and I did say [in] my, I think application that, that I will go through to an open source. So that means that I will then, for example, I usually straight for doing the diagrams, but Illustrator is proprietary software. So I will say the files as .EPS And then share them as .CPS.",,domain:performance;issue:performance;response:neutral,,pending,
"…but so I have asked them how they want to be identified. I said that in any case, I have to be identified with a short explanation of where they are, because I cannot go and say “You know, like some random anonymous people”, because this is not what my research is about. So even if they are identified with a subdominium, it's not fully anonymized, they have to know this. I mean I have to say this person is symbolic in this project, in this kind of capacity of role, because this is what makes you know, this interview relevant. And as I said, I ask them to agree that all these products will come with Creative Commons. I have said that my products and my outcomes will go with Creative Commons as well, because it's only first, we will produce things under Creative Commons. And the first thing, as I said, is like, I have asked them specifically permission for their data to be reused by other by other researchers. So I did include the FAIR principles in my ethics application, and I did say [in] my, I think application that, that I will go through to an open source. So that means that I will then, for example, I usually straight for doing the diagrams, but Illustrator is proprietary software. So I will say the files as .EPS And then share them as .CPS. That also means that when I will upload the interviews I do. I use Libra Office which is not, it's not, it's not in Office - Windows. It is another extension. So the, but nevertheless, I will use .TXT extension. So, I will, my working files are in one kind of formats, but when I will upload them, I will upload them in an interchangeable format. So the most, let's say, yeah, the format that can be used for more people…. …so that, and that example in Illustrator means that files are much bigger than an .EPS file - is much bigger for example than, and AI - so I use AI for, for the, for the process. But yeah. final, final shareable, will be on shareable documents, Yeah?",P002,Interview -2.txt,P002_E047,"That also means that when I will upload the interviews I do. I use Libra Office which is not, it's not, it's not in Office - Windows. It is another extension. So the, but nevertheless, I will use .TXT extension. So, I will, my working files are in one kind of formats, but when I will upload them, I will upload them in an interchangeable format. So the most, let's say, yeah, the format that can be used for more people….",,domain:performance;issue:performance;domain:workflow;issue:workflow;response:neutral,,pending,
"That also means that when I will upload the interviews I do. I use Libra Office which is not, it's not, it's not in Office - Windows. It is another extension. So the, but nevertheless, I will use .TXT extension. So, I will, my working files are in one kind of formats, but when I will upload them, I will upload them in an interchangeable format. So the most, let's say, yeah, the format that can be used for more people…. …so that, and that example in Illustrator means that files are much bigger than an .EPS file - is much bigger for example than, and AI - so I use AI for, for the, for the process. But yeah. final, final shareable, will be on shareable documents, Yeah? No. No. I mean, what I come, but I said, like, my, my project comes from the idea that I am part of the larger community, which is a very loose community. It's not that I'm part of a, you know, very concrete project, with concrete people, but I'm part of a political project, a wider practice, political practice, and I'm trying to contribute to that as well. So, I'm trying to contribute to academic knowledge, but I'm trying to contribute to practice-based knowledge as well. So the only way to make these available and compatible with the principles of my political practice is to do it open source. I was doing Office before, and so, if I'm doing open culture and open, and working with open source, so it's only natural that then I do open science. But it is complicated, like I would like to, I would love to do everything much more open, but just like, first, you have to feed it. We've seen constraints in the university that are not thought to these, like, these things - University have to have the copyright. Like honestly, I have spent a number of emails asking “Why do you want the copyright?” “What happens if I do open access, you still need the copyright?” So at the end, I presented the ‘30's application with no Copyright, because but nobody really was saying, “Yes, Ana, if you're doing this, then…” because they go on about open knowledge and open science, but at the same time, university wants to have the copyright - because they do want to have the right [to] commodify this knowledge. So honestly, like I am, this is, this is, we need a tension, not so much between my epistemic background and what I'm doing. But the tension is between and academic structure that has, you know, like one point - which might not be in qualitative data - because who the are ones like nobody's going to make money out of, you know, our interviews. But people are going to make money out of whatever, you know, like building structure, they want to put a patent on. Then again, this is for me, a little bit, you know, because I have agrant, that means that I'm getting money that is public, and actually yes, I see it's the months that's the research goes open source and open science so that they are asking actively researchers to publish their data sets and the results in open formats and open source. But for example, now there is this problem that - could that, would be about, for example, what do you do when you publish it? Because following this thing, your paper, or my papers, they will have to go to an open access format, but open access format will cost per thousand euros, but UK pounds.",P002,Interview -2.txt,P002_E048,"…so that, and that example in Illustrator means that files are much bigger than an .EPS file - is much bigger for example than, and AI - so I use AI for, for the, for the process. But yeah. final, final shareable, will be on shareable documents, Yeah?",,domain:performance;issue:performance;domain:workflow;issue:workflow;response:positive;response:satisfaction;outcome:repeat_attempt,,pending,
"…so that, and that example in Illustrator means that files are much bigger than an .EPS file - is much bigger for example than, and AI - so I use AI for, for the, for the process. But yeah. final, final shareable, will be on shareable documents, Yeah? No. No. I mean, what I come, but I said, like, my, my project comes from the idea that I am part of the larger community, which is a very loose community. It's not that I'm part of a, you know, very concrete project, with concrete people, but I'm part of a political project, a wider practice, political practice, and I'm trying to contribute to that as well. So, I'm trying to contribute to academic knowledge, but I'm trying to contribute to practice-based knowledge as well. So the only way to make these available and compatible with the principles of my political practice is to do it open source. I was doing Office before, and so, if I'm doing open culture and open, and working with open source, so it's only natural that then I do open science. But it is complicated, like I would like to, I would love to do everything much more open, but just like, first, you have to feed it. We've seen constraints in the university that are not thought to these, like, these things - University have to have the copyright. Like honestly, I have spent a number of emails asking “Why do you want the copyright?” “What happens if I do open access, you still need the copyright?” So at the end, I presented the ‘30's application with no Copyright, because but nobody really was saying, “Yes, Ana, if you're doing this, then…” because they go on about open knowledge and open science, but at the same time, university wants to have the copyright - because they do want to have the right [to] commodify this knowledge. So honestly, like I am, this is, this is, we need a tension, not so much between my epistemic background and what I'm doing. But the tension is between and academic structure that has, you know, like one point - which might not be in qualitative data - because who the are ones like nobody's going to make money out of, you know, our interviews. But people are going to make money out of whatever, you know, like building structure, they want to put a patent on. Then again, this is for me, a little bit, you know, because I have agrant, that means that I'm getting money that is public, and actually yes, I see it's the months that's the research goes open source and open science so that they are asking actively researchers to publish their data sets and the results in open formats and open source. But for example, now there is this problem that - could that, would be about, for example, what do you do when you publish it? Because following this thing, your paper, or my papers, they will have to go to an open access format, but open access format will cost per thousand euros, but UK pounds. So it costs a lot of money to publish in open formats as well.",P002,Interview -2.txt,P002_E049,"No. No. I mean, what I come, but I said, like, my, my project comes from the idea that I am part of the larger community, which is a very loose community. It's not that I'm part of a, you know, very concrete project, with concrete people, but I'm part of a political project, a wider practice, political practice, and I'm trying to contribute to that as well. So, I'm trying to contribute to academic knowledge, but I'm trying to contribute to practice-based knowledge as well. So the only way to make these available and compatible with the principles of my political practice is to do it open source. I was doing Office before, and so, if I'm doing open culture and open, and working with open source, so it's only natural that then I do open science. But it is complicated, like I would like to, I would love to do everything much more open, but just like, first, you have to feed it. We've seen constraints in the university that are not thought to these, like, these things - University have to have the copyright. Like honestly, I have spent a number of emails asking “Why do you want the copyright?” “What happens if I do open access, you still need the copyright?” So at the end, I presented the ‘30's application with no Copyright, because but nobody really was saying, “Yes, Ana, if you're doing this, then…” because they go on about open knowledge and open science, but at the same time, university wants to have the copyright - because they do want to have the right [to] commodify this knowledge. So honestly, like I am, this is, this is, we need a tension, not so much between my epistemic background and what I'm doing. But the tension is between and academic structure that has, you know, like one point - which might not be in qualitative data - because who the are ones like nobody's going to make money out of, you know, our interviews. But people are going to make money out of whatever, you know, like building structure, they want to put a patent on. Then again, this is for me, a little bit, you know, because I have agrant, that means that I'm getting money that is public, and actually yes, I see it's the months that's the research goes open source and open science so that they are asking actively researchers to publish their data sets and the results in open formats and open source. But for example, now there is this problem that - could that, would be about, for example, what do you do when you publish it? Because following this thing, your paper, or my papers, they will have to go to an open access format, but open access format will cost per thousand euros, but UK pounds.",,domain:workflow;issue:workflow;response:positive;response:satisfaction;outcome:repeat_attempt,,pending,
"No. No. I mean, what I come, but I said, like, my, my project comes from the idea that I am part of the larger community, which is a very loose community. It's not that I'm part of a, you know, very concrete project, with concrete people, but I'm part of a political project, a wider practice, political practice, and I'm trying to contribute to that as well. So, I'm trying to contribute to academic knowledge, but I'm trying to contribute to practice-based knowledge as well. So the only way to make these available and compatible with the principles of my political practice is to do it open source. I was doing Office before, and so, if I'm doing open culture and open, and working with open source, so it's only natural that then I do open science. But it is complicated, like I would like to, I would love to do everything much more open, but just like, first, you have to feed it. We've seen constraints in the university that are not thought to these, like, these things - University have to have the copyright. Like honestly, I have spent a number of emails asking “Why do you want the copyright?” “What happens if I do open access, you still need the copyright?” So at the end, I presented the ‘30's application with no Copyright, because but nobody really was saying, “Yes, Ana, if you're doing this, then…” because they go on about open knowledge and open science, but at the same time, university wants to have the copyright - because they do want to have the right [to] commodify this knowledge. So honestly, like I am, this is, this is, we need a tension, not so much between my epistemic background and what I'm doing. But the tension is between and academic structure that has, you know, like one point - which might not be in qualitative data - because who the are ones like nobody's going to make money out of, you know, our interviews. But people are going to make money out of whatever, you know, like building structure, they want to put a patent on. Then again, this is for me, a little bit, you know, because I have agrant, that means that I'm getting money that is public, and actually yes, I see it's the months that's the research goes open source and open science so that they are asking actively researchers to publish their data sets and the results in open formats and open source. But for example, now there is this problem that - could that, would be about, for example, what do you do when you publish it? Because following this thing, your paper, or my papers, they will have to go to an open access format, but open access format will cost per thousand euros, but UK pounds. So it costs a lot of money to publish in open formats as well. So you don't have this support. If you haven't put in your, in your own fostering cultures of open qualitative research, that you need 10,000 pounds or 5,000 pounds to pay for the open format of the article, the article will have to go to Copyrighted, under a copyright…",P002,Interview -2.txt,P002_E050,So it costs a lot of money to publish in open formats as well.,,response:positive;response:satisfaction;outcome:repeat_attempt,,pending,
"So it costs a lot of money to publish in open formats as well. So you don't have this support. If you haven't put in your, in your own fostering cultures of open qualitative research, that you need 10,000 pounds or 5,000 pounds to pay for the open format of the article, the article will have to go to Copyrighted, under a copyright… …which is, you know, like, it blows up my mind. Like, you cannot have, like, articles about different research that, I mean, like, and they are copyrighted, that are not open.",P002,Interview -2.txt,P002_E051,"So you don't have this support. If you haven't put in your, in your own fostering cultures of open qualitative research, that you need 10,000 pounds or 5,000 pounds to pay for the open format of the article, the article will have to go to Copyrighted, under a copyright…",,response:neutral,,pending,
"So you don't have this support. If you haven't put in your, in your own fostering cultures of open qualitative research, that you need 10,000 pounds or 5,000 pounds to pay for the open format of the article, the article will have to go to Copyrighted, under a copyright… …which is, you know, like, it blows up my mind. Like, you cannot have, like, articles about different research that, I mean, like, and they are copyrighted, that are not open. It's a little bit crazy. No? So yeah.",P002,Interview -2.txt,P002_E052,"…which is, you know, like, it blows up my mind. Like, you cannot have, like, articles about different research that, I mean, like, and they are copyrighted, that are not open.",,response:neutral,,pending,
"…which is, you know, like, it blows up my mind. Like, you cannot have, like, articles about different research that, I mean, like, and they are copyrighted, that are not open. It's a little bit crazy. No? So yeah. Yeah. Well, but this, this is the thing. Not like, it's not, maybe it's not my epistemic background, but the university systemic coherence that are a tension here. Uh yeah, as part of, and this, I'm a recognised like, we I didn't foresee the complexity of doing this, not open, so this is - this is all my responsibility. But there are parts that are not. Yeah.",P002,Interview -2.txt,P002_E053,It's a little bit crazy. No? So yeah.,,response:positive,,pending,
"It's a little bit crazy. No? So yeah. Yeah. Well, but this, this is the thing. Not like, it's not, maybe it's not my epistemic background, but the university systemic coherence that are a tension here. Uh yeah, as part of, and this, I'm a recognised like, we I didn't foresee the complexity of doing this, not open, so this is - this is all my responsibility. But there are parts that are not. Yeah. No. No. I mean, just, but also like, “This is the idea Ana”, like it's, “It's a very complex process. We don't have the protocols, we haven't incorporated. There is nobody, you know, like people in your confirmation will last, you know, in the review”. They ask you “How are you going to get that? And How is your literature review?” But nobody asks you in the review, “How are you going to make your data open?” So right now it's like something that you put on the top of the things and…",P002,Interview -2.txt,P002_E054,"Yeah. Well, but this, this is the thing. Not like, it's not, maybe it's not my epistemic background, but the university systemic coherence that are a tension here. Uh yeah, as part of, and this, I'm a recognised like, we I didn't foresee the complexity of doing this, not open, so this is - this is all my responsibility. But there are parts that are not. Yeah.",,domain:workflow;issue:workflow;response:positive,,pending,
"Yeah. Well, but this, this is the thing. Not like, it's not, maybe it's not my epistemic background, but the university systemic coherence that are a tension here. Uh yeah, as part of, and this, I'm a recognised like, we I didn't foresee the complexity of doing this, not open, so this is - this is all my responsibility. But there are parts that are not. Yeah. No. No. I mean, just, but also like, “This is the idea Ana”, like it's, “It's a very complex process. We don't have the protocols, we haven't incorporated. There is nobody, you know, like people in your confirmation will last, you know, in the review”. They ask you “How are you going to get that? And How is your literature review?” But nobody asks you in the review, “How are you going to make your data open?” So right now it's like something that you put on the top of the things and… …something that is assumed that is part of a process. So that culture has to change…",P002,Interview -2.txt,P002_E055,"No. No. I mean, just, but also like, “This is the idea Ana”, like it's, “It's a very complex process. We don't have the protocols, we haven't incorporated. There is nobody, you know, like people in your confirmation will last, you know, in the review”. They ask you “How are you going to get that? And How is your literature review?” But nobody asks you in the review, “How are you going to make your data open?” So right now it's like something that you put on the top of the things and…",,domain:workflow;issue:workflow;response:positive,,pending,
"No. No. I mean, just, but also like, “This is the idea Ana”, like it's, “It's a very complex process. We don't have the protocols, we haven't incorporated. There is nobody, you know, like people in your confirmation will last, you know, in the review”. They ask you “How are you going to get that? And How is your literature review?” But nobody asks you in the review, “How are you going to make your data open?” So right now it's like something that you put on the top of the things and… …something that is assumed that is part of a process. So that culture has to change… …but the point is, like, then you do a step-by-step. No, so, I don't know, maybe this time, but I'm - so this time what I'm going to focus [on[ is, okay, I'm going to have a very good explanation of how has been that, the process, or at least, you know, to have this documented. The process is documented, which is a lot of work, and the interviews are available. That's it.",P002,Interview -2.txt,P002_E056,…something that is assumed that is part of a process. So that culture has to change…,,domain:workflow;issue:workflow;response:positive,,pending,
"…something that is assumed that is part of a process. So that culture has to change… …but the point is, like, then you do a step-by-step. No, so, I don't know, maybe this time, but I'm - so this time what I'm going to focus [on[ is, okay, I'm going to have a very good explanation of how has been that, the process, or at least, you know, to have this documented. The process is documented, which is a lot of work, and the interviews are available. That's it. But maybe I don't work on the metadata, because that's like another whole layer.",P002,Interview -2.txt,P002_E057,"…but the point is, like, then you do a step-by-step. No, so, I don't know, maybe this time, but I'm - so this time what I'm going to focus [on[ is, okay, I'm going to have a very good explanation of how has been that, the process, or at least, you know, to have this documented. The process is documented, which is a lot of work, and the interviews are available. That's it.",,domain:workflow;issue:workflow;response:neutral,,pending,
"…but the point is, like, then you do a step-by-step. No, so, I don't know, maybe this time, but I'm - so this time what I'm going to focus [on[ is, okay, I'm going to have a very good explanation of how has been that, the process, or at least, you know, to have this documented. The process is documented, which is a lot of work, and the interviews are available. That's it. But maybe I don't work on the metadata, because that's like another whole layer. So, in the next research, because I already know how hard this is, but I have done it. Then it says, “Okay, I know how to do the process. I know to the engine. Now I'm going to do the middle”, so but not to try, like, you know, because doing a good open qualitative research in your [indecipherable] it's a project in itself.",P002,Interview -2.txt,P002_E058,"But maybe I don't work on the metadata, because that's like another whole layer.",,domain:workflow;issue:workflow;response:neutral,,pending,
"But maybe I don't work on the metadata, because that's like another whole layer. So, in the next research, because I already know how hard this is, but I have done it. Then it says, “Okay, I know how to do the process. I know to the engine. Now I'm going to do the middle”, so but not to try, like, you know, because doing a good open qualitative research in your [indecipherable] it's a project in itself. Right, no?",P002,Interview -2.txt,P002_E059,"So, in the next research, because I already know how hard this is, but I have done it. Then it says, “Okay, I know how to do the process. I know to the engine. Now I'm going to do the middle”, so but not to try, like, you know, because doing a good open qualitative research in your [indecipherable] it's a project in itself.",,domain:workflow;issue:workflow;response:neutral,,pending,
"So, in the next research, because I already know how hard this is, but I have done it. Then it says, “Okay, I know how to do the process. I know to the engine. Now I'm going to do the middle”, so but not to try, like, you know, because doing a good open qualitative research in your [indecipherable] it's a project in itself. Right, no? Again?",P002,Interview -2.txt,P002_E060,"Right, no?",,domain:workflow;issue:workflow;response:neutral;outcome:repeat_attempt,,pending,
"Right, no? Again? Okay. Okay.",P002,Interview -2.txt,P002_E061,Again?,,response:neutral;outcome:repeat_attempt,,pending,
"Again? Okay. Okay. To contribute to the larger community, and part of, to contribute to, the academic community as well. I mentioned [to] one of the people that I interviewed that “No, you know, but this is going to be open access” and they say “We don't care. It's, like, it doesn't matter to us, you know, you can throw it in the rubbish”. So actually, they ask these people that I was interviewing, they say “Okay”, when the point is like, I'm interviewing people, I'm just people’s time and these people are activists, so they have [a] limited amount of time. So first, they have to trust that what I'm doing eventually could be useful for them. Some people said like, “We don't think this is going to be useful for us, It doesn't matter”. But then they say, “But then you have to give something in return”. So if we ever want to make a talk about the town planning, you will come, and this is only fair. It's like, these people are giving me hours of their life.",P002,Interview -2.txt,P002_E062,Okay. Okay.,,response:positive;outcome:repeat_attempt,,pending,
"Okay. Okay. To contribute to the larger community, and part of, to contribute to, the academic community as well. I mentioned [to] one of the people that I interviewed that “No, you know, but this is going to be open access” and they say “We don't care. It's, like, it doesn't matter to us, you know, you can throw it in the rubbish”. So actually, they ask these people that I was interviewing, they say “Okay”, when the point is like, I'm interviewing people, I'm just people’s time and these people are activists, so they have [a] limited amount of time. So first, they have to trust that what I'm doing eventually could be useful for them. Some people said like, “We don't think this is going to be useful for us, It doesn't matter”. But then they say, “But then you have to give something in return”. So if we ever want to make a talk about the town planning, you will come, and this is only fair. It's like, these people are giving me hours of their life. So I want to put something back, I put something back, hoping that my research will be useful for them, that [is] what I'm thinking makes them, you know, like whatever, you resonate with whatever they are doing. I give back by publishing. Also, one, as I said at the beginning, one thing that would be great is that - by the way, that I think it helps them as well - is that if people can't read before, you know, the interviews, maybe they don't have been [a] thousand times. But they also, the, the thing is, like, right now, we [are] also working in academia, where you have to have your own original interviews, right? So I don't know, maybe another way to foster these cultures [is] to say, “Hey, go and make a qualitative project with whatever qualitative that is available”, don't go around, you know, like doing interviews.",P002,Interview -2.txt,P002_E063,"To contribute to the larger community, and part of, to contribute to, the academic community as well. I mentioned [to] one of the people that I interviewed that “No, you know, but this is going to be open access” and they say “We don't care. It's, like, it doesn't matter to us, you know, you can throw it in the rubbish”. So actually, they ask these people that I was interviewing, they say “Okay”, when the point is like, I'm interviewing people, I'm just people’s time and these people are activists, so they have [a] limited amount of time. So first, they have to trust that what I'm doing eventually could be useful for them. Some people said like, “We don't think this is going to be useful for us, It doesn't matter”. But then they say, “But then you have to give something in return”. So if we ever want to make a talk about the town planning, you will come, and this is only fair. It's like, these people are giving me hours of their life.",,response:positive;response:satisfaction,,pending,
"To contribute to the larger community, and part of, to contribute to, the academic community as well. I mentioned [to] one of the people that I interviewed that “No, you know, but this is going to be open access” and they say “We don't care. It's, like, it doesn't matter to us, you know, you can throw it in the rubbish”. So actually, they ask these people that I was interviewing, they say “Okay”, when the point is like, I'm interviewing people, I'm just people’s time and these people are activists, so they have [a] limited amount of time. So first, they have to trust that what I'm doing eventually could be useful for them. Some people said like, “We don't think this is going to be useful for us, It doesn't matter”. But then they say, “But then you have to give something in return”. So if we ever want to make a talk about the town planning, you will come, and this is only fair. It's like, these people are giving me hours of their life. So I want to put something back, I put something back, hoping that my research will be useful for them, that [is] what I'm thinking makes them, you know, like whatever, you resonate with whatever they are doing. I give back by publishing. Also, one, as I said at the beginning, one thing that would be great is that - by the way, that I think it helps them as well - is that if people can't read before, you know, the interviews, maybe they don't have been [a] thousand times. But they also, the, the thing is, like, right now, we [are] also working in academia, where you have to have your own original interviews, right? So I don't know, maybe another way to foster these cultures [is] to say, “Hey, go and make a qualitative project with whatever qualitative that is available”, don't go around, you know, like doing interviews. Use the interviews that are already there. Because new interpretation, I am, I'm interested - what I'm seeing, for example, in this, my own reuse of these three interviews, which is interesting, is that it's not only that I am reusing them - which is good. It's also that I see that whatever I thought four years ago, and…",P002,Interview -2.txt,P002_E064,"So I want to put something back, I put something back, hoping that my research will be useful for them, that [is] what I'm thinking makes them, you know, like whatever, you resonate with whatever they are doing. I give back by publishing. Also, one, as I said at the beginning, one thing that would be great is that - by the way, that I think it helps them as well - is that if people can't read before, you know, the interviews, maybe they don't have been [a] thousand times. But they also, the, the thing is, like, right now, we [are] also working in academia, where you have to have your own original interviews, right? So I don't know, maybe another way to foster these cultures [is] to say, “Hey, go and make a qualitative project with whatever qualitative that is available”, don't go around, you know, like doing interviews.",,response:positive;response:satisfaction,,pending,
"So I want to put something back, I put something back, hoping that my research will be useful for them, that [is] what I'm thinking makes them, you know, like whatever, you resonate with whatever they are doing. I give back by publishing. Also, one, as I said at the beginning, one thing that would be great is that - by the way, that I think it helps them as well - is that if people can't read before, you know, the interviews, maybe they don't have been [a] thousand times. But they also, the, the thing is, like, right now, we [are] also working in academia, where you have to have your own original interviews, right? So I don't know, maybe another way to foster these cultures [is] to say, “Hey, go and make a qualitative project with whatever qualitative that is available”, don't go around, you know, like doing interviews. Use the interviews that are already there. Because new interpretation, I am, I'm interested - what I'm seeing, for example, in this, my own reuse of these three interviews, which is interesting, is that it's not only that I am reusing them - which is good. It's also that I see that whatever I thought four years ago, and… …the issues that I was interested in, are very different from this, from the things I'm interested [in] now. So, I am, I am kind of focusing in a totally different way. At first, I said, “Okay, maybe I can use the same analysis that I did”. No. I can't. I'm somewhere else. But, then I extracted some conclusions, and now I'm extracting new conclusions. So it's great, because I'm reusing, I am reusing open data. Yeah.",P002,Interview -2.txt,P002_E065,"Use the interviews that are already there. Because new interpretation, I am, I'm interested - what I'm seeing, for example, in this, my own reuse of these three interviews, which is interesting, is that it's not only that I am reusing them - which is good. It's also that I see that whatever I thought four years ago, and…",,response:neutral;response:satisfaction,,pending,
"Use the interviews that are already there. Because new interpretation, I am, I'm interested - what I'm seeing, for example, in this, my own reuse of these three interviews, which is interesting, is that it's not only that I am reusing them - which is good. It's also that I see that whatever I thought four years ago, and… …the issues that I was interested in, are very different from this, from the things I'm interested [in] now. So, I am, I am kind of focusing in a totally different way. At first, I said, “Okay, maybe I can use the same analysis that I did”. No. I can't. I'm somewhere else. But, then I extracted some conclusions, and now I'm extracting new conclusions. So it's great, because I'm reusing, I am reusing open data. Yeah. …that was available.",P002,Interview -2.txt,P002_E066,"…the issues that I was interested in, are very different from this, from the things I'm interested [in] now. So, I am, I am kind of focusing in a totally different way. At first, I said, “Okay, maybe I can use the same analysis that I did”. No. I can't. I'm somewhere else. But, then I extracted some conclusions, and now I'm extracting new conclusions. So it's great, because I'm reusing, I am reusing open data. Yeah.",,response:neutral;response:satisfaction,,pending,
"…the issues that I was interested in, are very different from this, from the things I'm interested [in] now. So, I am, I am kind of focusing in a totally different way. At first, I said, “Okay, maybe I can use the same analysis that I did”. No. I can't. I'm somewhere else. But, then I extracted some conclusions, and now I'm extracting new conclusions. So it's great, because I'm reusing, I am reusing open data. Yeah. …that was available. I haven't used other people’s other people data. I have to say that I am not aware, for example, there are two other researchers that touch similar",P002,Interview -2.txt,P002_E067,…that was available.,,response:neutral;response:satisfaction,,pending,
"…that was available. I haven't used other people’s other people data. I have to say that I am not aware, for example, there are two other researchers that touch similar …but these people don't have, their, their interviews published, so…",P002,Interview -2.txt,P002_E068,"I haven't used other people’s other people data. I have to say that I am not aware, for example, there are two other researchers that touch similar",,response:neutral,,pending,
"I haven't used other people’s other people data. I have to say that I am not aware, for example, there are two other researchers that touch similar …but these people don't have, their, their interviews published, so… No. and I, but I think it's, it's good. I mean it's, it's",P002,Interview -2.txt,P002_E069,"…but these people don't have, their, their interviews published, so…",,response:neutral,,pending,
"…but these people don't have, their, their interviews published, so… No. and I, but I think it's, it's good. I mean it's, it's Better. sure…",P002,Interview -2.txt,P002_E070,"No. and I, but I think it's, it's good. I mean it's, it's",,response:neutral,,pending,
"No. and I, but I think it's, it's good. I mean it's, it's Better. sure… …I would do it, and, I would as a secondary data of course. It's like, it will, it will, it helps you shape better your own questions, right? Doesn't matter that, then, you don't do primary data, but I think it's the same as - I mean to me, even it would be more interesting because there are certain situations where, okay, someone has made an interpretation of these, and then they have come to their own conclusions. But Looking at what people said in that moment, and towards those questions could help you to shape better, your own interview And also helps you to track, you know? Like if,…",P002,Interview -2.txt,P002_E071,Better. sure…,,response:neutral,,pending,
"Better. sure… …I would do it, and, I would as a secondary data of course. It's like, it will, it will, it helps you shape better your own questions, right? Doesn't matter that, then, you don't do primary data, but I think it's the same as - I mean to me, even it would be more interesting because there are certain situations where, okay, someone has made an interpretation of these, and then they have come to their own conclusions. But Looking at what people said in that moment, and towards those questions could help you to shape better, your own interview And also helps you to track, you know? Like if,… …if all the interviews that have been done to the platform, and affect others, and in particularthere are hundreds of researchers that have gone and that they have done the research on the path, if all of these would be available - you can do a - set this only on that, because you could see how these courses are changing. How, maybe, if you ask these people who have been there for 10 years, or you ask this [to] other people who have just a right, totally different, what are the differences of the, I don't know, people that are more national-based in relation with the people that are immigrants. I mean, you, we will have hundreds, hundreds of interviews [on] one issue. Yeah, it would be amazing.",P002,Interview -2.txt,P002_E072,"…I would do it, and, I would as a secondary data of course. It's like, it will, it will, it helps you shape better your own questions, right? Doesn't matter that, then, you don't do primary data, but I think it's the same as - I mean to me, even it would be more interesting because there are certain situations where, okay, someone has made an interpretation of these, and then they have come to their own conclusions. But Looking at what people said in that moment, and towards those questions could help you to shape better, your own interview And also helps you to track, you know? Like if,…",,response:neutral,,pending,
"…I would do it, and, I would as a secondary data of course. It's like, it will, it will, it helps you shape better your own questions, right? Doesn't matter that, then, you don't do primary data, but I think it's the same as - I mean to me, even it would be more interesting because there are certain situations where, okay, someone has made an interpretation of these, and then they have come to their own conclusions. But Looking at what people said in that moment, and towards those questions could help you to shape better, your own interview And also helps you to track, you know? Like if,… …if all the interviews that have been done to the platform, and affect others, and in particularthere are hundreds of researchers that have gone and that they have done the research on the path, if all of these would be available - you can do a - set this only on that, because you could see how these courses are changing. How, maybe, if you ask these people who have been there for 10 years, or you ask this [to] other people who have just a right, totally different, what are the differences of the, I don't know, people that are more national-based in relation with the people that are immigrants. I mean, you, we will have hundreds, hundreds of interviews [on] one issue. Yeah, it would be amazing. …but,",P002,Interview -2.txt,P002_E073,"…if all the interviews that have been done to the platform, and affect others, and in particularthere are hundreds of researchers that have gone and that they have done the research on the path, if all of these would be available - you can do a - set this only on that, because you could see how these courses are changing. How, maybe, if you ask these people who have been there for 10 years, or you ask this [to] other people who have just a right, totally different, what are the differences of the, I don't know, people that are more national-based in relation with the people that are immigrants. I mean, you, we will have hundreds, hundreds of interviews [on] one issue. Yeah, it would be amazing.",,response:neutral,,pending,
